pyIssue,pyGroup,pyName,pyLabel,CampaignName,OfferCode,OfferStatus,OfferStartDate,OfferExpireDate,NBAName,NBANumber,NBACategory,NBAType,OfferShortDescriptionEN,OfferShortDescriptionFR,OfferLongDescriptionEN,OfferLongDescriptionFr,PersistenceDays,RestPeriodDays,OfferCondition,IncentiveAmount,PS_CD,PrimaryProductServiceSubCode,RetailOrSmallBusiness,PrimaryProductServiceNameEN,OfferType,OfferClassification,OfferSubClassification,Prestaged,CreativeID,SOL,SMC,SSC,SIC,SSP,MOB,MMC,MIC,ABM,CSE,PrimaryProductFeaturesEN,PrimaryProductFeaturesFR,DCM,DHC,DMB,DPB,MCP,OfferName,SCP,MSP,CSA,DIA,ATC_NONPEGA,ATC_PEGA,EngagementType,CUSTOMER_RELEVANCE,EML,MOBSeed,SOLSeed,PMT,InteractionLevel,Level0InteractionCode,COP,AFILUAInsight,AFILUAInsightMax,AFILUAInsightMin,CCMinPmtInsight,CCMinPmtInsightMax,CCMinPmtInsightMin,ChannelSubgroup,ChqPurFreqFlashInsight,ChqPurFreqFlashInsightMax,ChqPurFreqFlashInsightMin,ChqPurFreqInsight,ChqPurFreqInsightMax,ChqPurFreqInsightMin,DepositSubgroup,InsuranceSubgroup,InvestmentSubgroup,LendingSubgroup,PaymentSubgroup,ProductGroup,ProductIndicator,ProductType,RelationshipSubgroup,TravelInsight,TravelInsightMax,TravelInsightMin,PrimaryProductServiceNameFR,BRN,BOT,CRM,BusinessGroup,BusinessOwner,CampaignCode,PEG,REB,RES,CRO,StartDate,EndDate,pyIsPropositionActive,PrimaryProductCode,PrimaryProductSubCode,PrimarySourceCode,Alt1ProductCode,Alt1ProductSubCode,Alt1SourceCode,Alt2ProductCode,Alt2ProductSubCode,Alt2SourceCode
Sales,Payment,4212,Scene Visa - 4k pts w/ $500 3m,,4212,InMarket,11/22/2017,12/31/2050,Offer credit cards,8,Payment NBA,Grow My Customer,Scene Visa - 4k pts w/ $500 3m,TBD,"Scene Visa, 4,000 points with $500 spend in first 3mths of open date",TBD,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,4000,VCL,ZZ,Retail,SCENE VISA Card - Regular,Acquisition,Discretionary,NonContextual,TRUE,4151081701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No fee VISA card. Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,Carte VISA sans frais. Transformez vos achats en r�compenses (films et go�ters gratuits). Obtenez 1 point SC�NE pour chaque dollar d'achats et 5 point SC�NE pour chaque dollar d�pens� dans les cin�mas Cineplex participants ou en ligne � cineplex.com,FALSE,FALSE,FALSE,FALSE,FALSE,Scene Visa - 4k pts w/ $500 3m,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Scene,,FALSE,1,0.5,SCENE VISA Card - Regular,TRUE,FALSE,TRUE,Credit Card,CIM,RS06008,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4211,GM Infinite - $200 GM earning w/$500 3m,,4211,InMarket,11/9/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,GM Infinite - $200 GM earning w/$500 3m,TBD,"GM Infinite, $200 GM Earnings with $500 spend within 3 months.",TBD,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,200,VFF,F1,Retail,Scotia GM Infinite VISA,Acquisition,Discretionary,NonContextual,TRUE,4211111701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"$1 in GM Earning = $1 off the purchase price or lease of a new Chevrolet, Buick, GMC, or Cadillac","$1 in GM Earning = $1 off the purchase price or lease of a new Chevrolet, Buick, GMC, or Cadillac",FALSE,FALSE,FALSE,FALSE,FALSE,GM Infinite - $200 GM earning w/$500 3m,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,TRUE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,GM,,FALSE,1,0.5,Scotia GM Infinite VISA,TRUE,FALSE,TRUE,Credit Card,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4209,Value Fee Visa 0.99% CA/BT w/0% BT Fee for 6 months,,4209,InMarket,11/9/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Value Fee Visa - 0.99% CA/BT w/0% BT Fee for 6 months,TBD,"Value Fee Visa, 0.99% intro rate on cash advances and balance transfers for 6 months (w/0% BT fee)",TBD,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,0.99,VLR,RG,Retail,Scotiabank Value VISA - Regular,Acquisition,Discretionary,NonContextual,TRUE,4002071701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Enjoy low interest rate,TBD,FALSE,FALSE,FALSE,FALSE,FALSE,Value Fee Visa 0.99% CA/BT w/0% BT Fee for 6 months,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,TRUE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Value Fee,,FALSE,1,0.5,Scotiabank Value VISA - Regular,TRUE,FALSE,TRUE,Credit Card,CIM,OP14037,FALSE,FALSE,FALSE,TRUE,,,Always,,,,,,,,,
Sales,Payment,4205,Momentum Infinite Visa - AFW + 5% CB on purchases 3m,,4205,InMarket,11/9/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Momentum Infinite Visa - AFW + 5% CB on purchases 3m,TBD,"Momentum Infinite Visa, Annual fee waiver for the first year+5% Cashback on purchase for the first 3 months ($150 cap)",TBD,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,0,VCL,DM,Retail,Scotia Momentum Infinite VISA,Acquisition,Discretionary,NonContextual,TRUE,4036071701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Earn up to 4% cash back,TBD,FALSE,FALSE,FALSE,FALSE,FALSE,Momentum Infinite Visa - AFW + 5% CB on purchases 3m,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,TRUE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum Infinite,,FALSE,1,0.5,Scotia Momentum Infinite VISA,TRUE,FALSE,TRUE,Credit Card,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4203,Amex Gold PA - AFW + 25k pts w/$1000 3m,,4203,InMarket,11/9/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Amex Gold PA - AFW + 25k pts w/$1000 3m,TBD,"American Express Gold, 25,000 pts with $1000 spend first 3mths open date +$0 AF for first year",TBD,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,30000,AXG,GC,Retail,Scotiabank Gold Amex - Regular,Acquisition,Discretionary,NonContextual,TRUE,4037071701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Earn travel rewards up to 4x faster,TBD,FALSE,FALSE,FALSE,FALSE,FALSE,Amex Gold PA - AFW + 25k pts w/$1000 3m,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,TRUE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,Amex,Product,Gold,,FALSE,1,0.5,Scotiabank Gold Amex - Regular,TRUE,FALSE,TRUE,Credit Card,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4192,Supp Card Value NF $5 Credit spend $200 w/i first 60 days,,4192,InMarket,10/26/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Supp Card, Value No Fee $5 Credit, spend $200 within first 60 days of opening","Supp Card, Value No Fee $5 Credit, spend $200 within first 60 days of opening","Supp Card, Value No Fee $5 Credit, spend $200 within first 60 days of opening","Supp Card, Value No Fee $5 Credit, spend $200 within first 60 days of opening",30,150,Spend is associated with primary cardholder after Supplementary Card acceptance.,5,VLR,NF,Retail,Value No Fee $5 Credit,Acquisition,Discretionary,NonContextual,TRUE,4192101701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Low rate and no annual fee,TBD,FALSE,FALSE,FALSE,FALSE,FALSE,"Supp Card, Value No Fee $5 Credit, spend $200 within first 60 days of opening",FALSE,FALSE,FALSE,FALSE,,,NBA,TBD,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Value No Fee,,FALSE,1,0.5,Value No Fee,FALSE,FALSE,FALSE,Credit Card,CIM,VS16064,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4191,"Supp Card SCENE 1000 Points, spend $200 within first 60 days",,4191,InMarket,10/26/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Supp Card, SCENE 1000 Points, spend $200 within first 60 days of opening","Supp Card, SCENE 1000 Points, spend $200 within first 60 days of opening","Supp Card, SCENE 1000 Points, spend $200 within first 60 days of opening","Supp Card, SCENE 1000 Points, spend $200 within first 60 days of opening",30,150,Spend is associated with primary cardholder after Supplementary Card acceptance.,1000,VCL,ZZ,Retail,SCENE 1000 Points,Acquisition,Discretionary,NonContextual,TRUE,4191101701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No fee VISA card. Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,Carte VISA sans frais. Transformez vos achats en récompenses (films et goûters gratuits). Obtenez 1 point SCÈNE pour chaque dollar d'achats et 5 point SCÈNE pour chaque dollar dépensé dans les cinémas Cineplex participants ou en ligne à cineplex.com,FALSE,FALSE,FALSE,FALSE,FALSE,"Supp Card, SCENE 1000 Points, spend $200 within first 60 days of opening",FALSE,FALSE,FALSE,FALSE,,,NBA,TBD,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Scene,,FALSE,1,0.5,Scene,FALSE,FALSE,TRUE,Credit Card,CIM,VS16064,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4183,Scene Visa - 5k pts w $500 in 1st 3m,,4183,InMarket,9/1/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Scene Visa - 5k pts w $500 in 1st 3m,Scene Visa - 5k pts w $500 in 1st 3m,Scene Visa - 5k pts w $500 in 1st 3m,Scene Visa - 5k pts w $500 in 1st 3m,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,5000,VCL,ZZ,Retail,SCENE VISA Card - Regular,Cross Sell,Discretionary,NonContextual,TRUE,4183091701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No fee VISA card. Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,No fee VISA card. Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,FALSE,FALSE,FALSE,FALSE,FALSE,Scene Visa - 5k pts w $500 in 1st 3m,FALSE,FALSE,FALSE,FALSE,,,NBA,Existing credit card Scotiabank customer. Pre-approved for 2nd card in wallet.,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Scene,,FALSE,1,0.5,SCENE VISA Card - Regular,TRUE,FALSE,TRUE,Credit Card,CIM,OP14026,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4182,Value VISA - No Fee - 3.99% on CABT for the first 6mths w/0% BT,,4182,InMarket,9/1/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Value VISA - No Fee - 3.99% Intro Rate,Value VISA - No Fee - 3.99% Intro Rate,Value VISA - No Fee - 3.99% on CABT for the first 6mths w/0% BT fee,Value VISA - No Fee - 3.99% on CABT for the first 6mths w/0% BT fee,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,3.99,VLR,NF,Retail,Scotiabank Value VISA - No Fee,Cross Sell,Discretionary,NonContextual,TRUE,4182091701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Low rate and no annual fee,Low rate and no annual fee,FALSE,FALSE,FALSE,FALSE,FALSE,Value VISA - No Fee - 3.99% on CABT for the first 6mths w/0% BT,FALSE,FALSE,FALSE,FALSE,,,NBA,Existing credit card Scotiabank customer. Pre-approved for 2nd card in wallet.,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Value No Fee,,FALSE,1,0.5,Scotiabank Value VISA - No Fee,TRUE,FALSE,TRUE,Credit Card,CIM,OP14026,FALSE,FALSE,FALSE,TRUE,,,Always,,,,,,,,,
Sales,Payment,4181,Mom NF PA - 7.99% purchases 6m,,4181,InMarket,9/1/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Mom NF PA - 7.99% purchases 6m,Mom NF PA - 7.99% purchases 6m,Momentum No Fee Visa 7.99% purchases for 6 months,Momentum No Fee Visa 7.99% purchases for 6 months,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,7.99,VCL,NF,Retail,Scotia Momentum No-Fee VISA,Cross Sell,Discretionary,NonContextual,TRUE,4181091701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cash back with no annual fee,Cash back with no annual fee,FALSE,FALSE,FALSE,FALSE,FALSE,Mom NF PA - 7.99% purchases 6m,FALSE,FALSE,FALSE,FALSE,,,NBA,Existing credit card Scotiabank customer. Pre-approved for 2nd card in wallet.,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum No Fee,,FALSE,1,0.5,Scotia Momentum No-Fee VISA,TRUE,FALSE,TRUE,Credit Card,CIM,OP14026,FALSE,FALSE,FALSE,TRUE,,,Always,,,,,,,,,
Sales,Payment,4151,Scene Visa - 5k pts w $500 in 1st 3m,,4151,InMarket,8/1/2017,12/31/2050,Offer credit cards,8,Payment NBA,Grow My Customer,Scene Visa - 5k pts w $500 in 1st 3m,Scene Visa - 5k pts w $500 in 1st 3m,Scene Visa - 5k pts w $500 in 1st 3m,Scene Visa - 5k pts w $500 in 1st 3m,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,5000,VCL,ZZ,Retail,SCENE VISA Card - Regular,Acquisition,Discretionary,NonContextual,TRUE,4151081701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No fee VISA card. Turn everyday purchases into great rewards like free movies & snacks. Earn 1 SCENE point for every $1 you spend on purchases and 5 points for every $1 you spend at participating Cineplex Entertainment theatres or online at cineplex.com,Carte VISA sans frais. Transformez vos achats en récompenses (films et goûters gratuits). Obtenez 1 point SCÈNE pour chaque dollar d'achats et 5 point SCÈNE pour chaque dollar dépensé dans les cinémas Cineplex participants ou en ligne à cineplex.com,FALSE,FALSE,FALSE,FALSE,FALSE,Scene Visa - 5k pts w $500 in 1st 3m,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Scene,,FALSE,1,0.5,SCENE VISA Card - Regular,TRUE,FALSE,TRUE,Credit Card,CIM,RS06008,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4078,"Supp Card, Amex Gold - no offer",,4078,InMarket,10/26/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Supp Card, Amex Gold - no offer","Supp Card, Amex Gold - no offer","Supp Card, Amex Gold - no offer","Supp Card, Amex Gold - no offer",30,150,TBD,0,AXG,GC,Retail,Amex Gold - no offer,Acquisition,Discretionary,NonContextual,TRUE,4078101701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Earn travel rewards up to 4x faster,TBD,FALSE,FALSE,FALSE,FALSE,FALSE,"Supp Card, Amex Gold - no offer",FALSE,FALSE,FALSE,FALSE,,,NBA,TBD,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,Amex,Product,Gold,,FALSE,1,0.5,Gold,FALSE,FALSE,FALSE,Credit Card,CIM,VS16064,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4077,"Supp Card, Momentum Inf - no offer",,4077,InMarket,10/26/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Supp Card, Momentum Inf - no offer","Supp Card, Momentum Inf - no offer","Supp Card, Momentum Inf - no offer","Supp Card, Momentum Inf - no offer",30,150,TBD,0,VCL,DM,Retail,Momentum Inf - no offer,Acquisition,Discretionary,NonContextual,TRUE,4077101701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Earn up to 4% cash back,TBD,FALSE,FALSE,FALSE,FALSE,FALSE,"Supp Card, Momentum Inf - no offer",FALSE,FALSE,FALSE,FALSE,,,NBA,TBD,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum Infinite,,FALSE,1,0.5,Momentum Infinite,FALSE,FALSE,FALSE,Credit Card,CIM,VS16064,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4076,"Supp Card, Scotia Rewards- no offer",,4076,InMarket,10/26/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,"Supp Card, Scotia Rewards- no offer","Supp Card, Scotia Rewards- no offer","Supp Card, Scotia Rewards- no offer","Supp Card, Scotia Rewards- no offer",30,150,TBD,0,VLR,RC,Retail,Scotia Rewards- no offer,Acquisition,Discretionary,NonContextual,TRUE,4076101701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"No annual fee. Earn travel rewards - 1 Scotia Rewards point per $2 spent. Full service travel agency. Flexible point redemption. Travel benefits. Receive discounts and other special offers on hotels, airfare, car rentals.","Aucuns frais annuels Obtenez 1 point-boni Scotia pour 2 $ d'achat. Accédez aux services dune agence de voyage. Échangez vos points comme vous voulez. Obtenez des offres et des rabais sur des hôtels, billets d'avion et voitures de location.",FALSE,FALSE,FALSE,FALSE,FALSE,"Supp Card, Scotia Rewards- no offer",FALSE,FALSE,FALSE,FALSE,,,NBA,TBD,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Rewards,,FALSE,1,0.5,Rewards,FALSE,FALSE,FALSE,Credit Card,CIM,VS16064,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4037,Amex Gold PA - AFW +30k w/$750,,4037,InMarket,8/25/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Amex Gold PA - AFW +30k w/$750,Amex Gold PA - AFW +30k w/$750,"American Express Gold Card, annual $99 fee waived, receive 30,000 points with $750 spend in the first three months.","American Express Gold Card, annual $99 fee waived, receive 30,000 points with $750 spend in the first three months.",30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,30000,AXG,GC,Retail,Scotiabank Gold Amex - Regular,Acquisition,Discretionary,NonContextual,TRUE,4037071701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Earn travel rewards up to 4x faster,Earn travel rewards up to 4x faster,FALSE,FALSE,FALSE,FALSE,FALSE,Amex Gold PA - AFW +30k w/$750,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,Amex,Product,Gold,,FALSE,1,0.5,Scotiabank Gold Amex - Regular,FALSE,FALSE,TRUE,Credit Card,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4036,Momentum Infinite Visa AFW,,4036,InMarket,8/25/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Momentum Infinite Visa AFW,Momentum Infinite Visa AFW,Momentum Infinite Visa AFW,Momentum Infinite Visa AFW,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,0,VCL,DM,Retail,Scotia Momentum Infinite VISA,Acquisition,Discretionary,NonContextual,TRUE,4036071701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Earn up to 4% cash back,Earn up to 4% cash back,FALSE,FALSE,FALSE,FALSE,FALSE,Momentum Infinite Visa AFW,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,TRUE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum Infinite,,FALSE,1,0.5,Scotia Momentum Infinite VISA,TRUE,FALSE,TRUE,Credit Card,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,4009,Mom NF PA - 7.99% purchases 6m,,4009,InMarket,8/25/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Mom NF PA - 7.99% purchases 6m,Mom NF PA - 7.99% purchases 6m,Momentum No Fee Visa 7.99% purchases for 6 months,Momentum No Fee Visa 7.99% purchases for 6 months,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,7.99,VCL,NF,Retail,Scotia Momentum No-Fee VISA,Acquisition,Discretionary,NonContextual,TRUE,4009071701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cash back with no annual fee,Cash back with no annual fee,FALSE,FALSE,FALSE,FALSE,FALSE,Mom NF PA - 7.99% purchases 6m,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,TRUE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum No Fee,,FALSE,1,0.5,Scotia Momentum No-Fee VISA,TRUE,FALSE,TRUE,Credit Card,CIM,OP14037,FALSE,FALSE,FALSE,TRUE,,,Always,,,,,,,,,
Sales,Payment,4002,Value Fee Visa 1.99% CA/BT w/0% BT Fee for 6 months,,4002,InMarket,8/25/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Value Fee - 1.99% 6m CA/BT w/0% BT fee,Value Fee - 1.99% 6m CA/BT w/0% BT fee,Value Fee Visa 1.99% CA/BT w/0% BT Fee for 6 months,Value Fee Visa 1.99% CA/BT w/0% BT Fee for 6 months,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,1.99,VLR,RG,Retail,Scotiabank Value VISA - Regular,Acquisition,Discretionary,NonContextual,TRUE,4002071701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Enjoy low interest rate,Enjoy low interest rate,FALSE,FALSE,FALSE,FALSE,FALSE,Value Fee Visa 1.99% CA/BT w/0% BT Fee for 6 months,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,TRUE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Value Fee,,FALSE,1,0.5,Scotiabank Value VISA - Regular,TRUE,FALSE,TRUE,Credit Card,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Sales,Payment,3999,Mom Fee PA - AFW + 3.99% CABT w/0% BT 6m,,3999,InMarket,8/25/2017,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Mom Fee PA - AFW + 3.99% CABT w/0% BT 6m,Mom Fee PA - AFW + 3.99% CABT w/0% BT 6m,Momentum Fee Visa AFW + 3.99% CA/BT w/0% BT fee for 6 months,Momentum Fee Visa AFW + 3.99% CA/BT w/0% BT fee for 6 months,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,3.99,VCL,RG,Retail,Scotia Momentum Fee VISA,Acquisition,Discretionary,NonContextual,TRUE,3999071701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2% cash back on all eligible gas station, grocery store, drug store purchases and recurring payments","2% cash back on all eligible gas station, grocery store, drug store purchases and recurring payments",FALSE,FALSE,FALSE,FALSE,FALSE,Mom Fee PA - AFW + 3.99% CABT w/0% BT 6m,FALSE,FALSE,FALSE,FALSE,,,NBA,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,FALSE,FALSE,FALSE,FALSE,L0,,TRUE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,VISA,Product,Momentum Fee,,FALSE,1,0.5,Scotia Momentum Fee VISA,TRUE,FALSE,TRUE,Credit Card,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
